Z,Mean Concentration
26.9,0.0033905813050065614
26.999999999999996,0.0027124650440052494
27.099999999999998,0.0027124650440052494
27.199999999999996,0.002034348783003937
27.299999999999997,0.0013562325220026247
27.4,0.0006781162610013123
27.499999999999996,0.0013562325220026247
27.599999999999998,0.0013562325220026247
27.699999999999996,0.0
27.799999999999997,0.0
27.9,0.0006781162610013123
27.999999999999996,0.0013562325220026247
28.099999999999998,0.0
28.199999999999996,0.0
28.299999999999997,0.0
28.4,0.0
28.499999999999996,0.0
28.599999999999998,0.0
28.699999999999996,0.0
28.799999999999997,0.0
28.9,0.0
28.999999999999996,0.0
29.099999999999998,0.0
29.199999999999996,0.0
29.299999999999997,0.0
29.4,0.0
29.499999999999996,0.0
29.599999999999998,0.0
29.699999999999996,0.0
29.799999999999997,0.0
29.9,0.0
29.999999999999996,0.0
30.099999999999998,0.0
30.199999999999996,0.0
30.299999999999997,0.0
30.4,0.0
30.499999999999996,0.0
30.599999999999998,0.0
30.699999999999996,0.0
30.799999999999997,0.0
30.9,0.0
30.999999999999996,0.0
31.099999999999998,0.0
31.199999999999996,0.0
31.299999999999997,0.0
31.4,0.0
31.499999999999996,0.0
31.599999999999998,0.0
31.699999999999996,0.0
31.799999999999997,0.0
31.9,0.0
31.999999999999996,0.0
32.099999999999994,0.0
32.199999999999996,0.0
32.3,0.0
32.4,0.0
32.5,0.0
32.599999999999994,0.0
32.699999999999996,0.0
32.8,0.0
32.9,0.0
33.0,0.0
33.099999999999994,0.0
33.199999999999996,0.0
33.3,0.0
33.4,0.0
33.5,0.0
33.599999999999994,0.0
33.699999999999996,0.0
33.8,0.0
33.9,0.0
34.0,0.0
34.099999999999994,0.0
34.199999999999996,0.0
34.3,0.0
34.4,0.0
34.5,0.0
34.599999999999994,0.0
34.699999999999996,0.0
34.8,0.0
34.9,0.0
35.0,0.0
35.099999999999994,0.0
35.199999999999996,0.0
35.3,0.0
35.4,0.0
35.5,0.0
35.599999999999994,0.0
35.699999999999996,0.0
35.8,0.0
35.9,0.0
36.0,0.0
36.099999999999994,0.0
36.199999999999996,0.0
36.3,0.0
36.4,0.0
36.5,0.0
36.599999999999994,0.0
36.699999999999996,0.0
36.8,0.0
36.9,0.0
37.0,0.0
37.099999999999994,0.0
37.199999999999996,0.0
37.3,0.0
37.4,0.0
37.5,0.0
37.599999999999994,0.0
37.699999999999996,0.0
37.8,0.0
37.9,0.0
38.0,0.0
38.099999999999994,0.0
38.199999999999996,0.0
38.3,0.0
38.4,0.0
38.5,0.0
38.599999999999994,0.0
38.699999999999996,0.0
38.8,0.0
38.9,0.0
39.0,0.0
39.099999999999994,0.0
39.199999999999996,0.0
39.3,0.0
39.4,0.0
39.5,0.0
39.599999999999994,0.0
39.699999999999996,0.0
39.8,0.0
39.9,0.0
40.0,0.0
40.099999999999994,0.0
40.199999999999996,0.0
40.3,0.0
40.4,0.0
40.5,0.0
40.599999999999994,0.0
40.699999999999996,0.0
40.8,0.0
40.9,0.0
41.0,0.0
41.099999999999994,0.0
41.199999999999996,0.0
41.3,0.0
41.4,0.0
41.5,0.0
41.599999999999994,0.0
41.699999999999996,0.0
41.8,0.0
41.9,0.0
42.0,0.0
42.099999999999994,0.0
42.199999999999996,0.0
42.3,0.0
42.4,0.0
42.5,0.0
42.599999999999994,0.0
42.699999999999996,0.0
42.8,0.0
42.9,0.0
43.0,0.0
43.099999999999994,0.0
43.199999999999996,0.0
43.3,0.0
43.4,0.0
43.5,0.0
43.599999999999994,0.0
43.699999999999996,0.0
43.8,0.0
43.9,0.0
44.0,0.0
44.099999999999994,0.0
44.199999999999996,0.0
44.3,0.0
44.4,0.0
44.5,0.0
44.599999999999994,0.0
44.699999999999996,0.0
44.8,0.0
44.9,0.0
45.0,0.0
45.099999999999994,0.0
45.199999999999996,0.0
45.3,0.0
45.4,0.0
45.5,0.0
45.599999999999994,0.0
45.699999999999996,0.0
45.8,0.0
45.9,0.0
46.0,0.0
46.099999999999994,0.0
46.199999999999996,0.0
46.3,0.0
46.4,0.0
46.5,0.0
46.599999999999994,0.0
46.699999999999996,0.0
46.8,0.0
46.9,0.0
47.0,0.0
47.099999999999994,0.0
47.199999999999996,0.0
47.3,0.0
47.4,0.0
47.5,0.0
47.599999999999994,0.0
47.699999999999996,0.0
47.8,0.0
47.9,0.0
48.0,0.0
48.099999999999994,0.0
48.199999999999996,0.0
48.3,0.0
48.4,0.0
48.5,0.0
48.599999999999994,0.0
48.699999999999996,0.0
48.8,0.0
48.9,0.0
49.0,0.0
49.099999999999994,0.0
49.199999999999996,0.0
49.3,0.0
49.4,0.0
49.5,0.0
49.599999999999994,0.0
49.699999999999996,0.0
49.8,0.0
49.9,0.0
50.0,0.0
50.099999999999994,0.0
50.199999999999996,0.0
50.3,0.0
50.4,0.0
50.5,0.0
50.599999999999994,0.0
50.699999999999996,0.0
50.8,0.0
50.9,0.0
51.0,0.0
51.099999999999994,0.0
51.199999999999996,0.0
51.3,0.0
51.4,0.0
51.5,0.0
51.599999999999994,0.0
51.699999999999996,0.0
51.8,0.0
51.9,0.0
52.0,0.0
52.099999999999994,0.0
52.199999999999996,0.0
52.3,0.0
52.4,0.0
52.5,0.0
52.599999999999994,0.0
52.699999999999996,0.0
52.8,0.0
52.9,0.0
53.0,0.0
53.099999999999994,0.0
53.199999999999996,0.0
53.3,0.0
53.4,0.0
53.5,0.0
53.599999999999994,0.0
53.699999999999996,0.0
53.8,0.0
53.9,0.0
54.0,0.0
54.099999999999994,0.0
54.199999999999996,0.0
54.3,0.0
54.4,0.0
54.5,0.0
54.599999999999994,0.0
54.699999999999996,0.0
54.8,0.0
54.9,0.0
55.0,0.0
55.099999999999994,0.0
55.199999999999996,0.0
55.3,0.0
55.4,0.0
55.5,0.0
55.599999999999994,0.0
55.699999999999996,0.0
55.8,0.0
55.9,0.0
56.0,0.0
56.099999999999994,0.0
56.199999999999996,0.0
56.3,0.0
56.4,0.0
56.5,0.0
56.599999999999994,0.0
56.699999999999996,0.0
56.8,0.0
56.9,0.0
57.0,0.0
57.099999999999994,0.0
57.199999999999996,0.0
57.3,0.0
57.4,0.0
57.5,0.0
57.599999999999994,0.0
57.699999999999996,0.0
57.8,0.0
57.9,0.0
58.0,0.0
58.099999999999994,0.0
58.199999999999996,0.0
58.3,0.0
58.4,0.0
58.5,0.0
58.599999999999994,0.0
58.699999999999996,0.0
58.8,0.0
58.9,0.0
59.0,0.0
59.099999999999994,0.0
59.199999999999996,0.0
59.3,0.0
59.4,0.0
59.5,0.0
59.599999999999994,0.0
59.699999999999996,0.0
59.8,0.0
59.9,0.0
60.0,0.0
60.099999999999994,0.0
60.199999999999996,0.0
60.3,0.0
60.4,0.0
60.5,0.0
60.599999999999994,0.0
60.699999999999996,0.0
60.8,0.0
60.9,0.0
61.0,0.0
61.099999999999994,0.0
61.199999999999996,0.0
61.3,0.0
61.4,0.0
61.5,0.0
61.599999999999994,0.0
61.699999999999996,0.0
61.8,0.0
61.9,0.0
62.0,0.0
62.099999999999994,0.0
62.199999999999996,0.0
62.3,0.0
62.4,0.0
62.5,0.0
62.599999999999994,0.0
62.699999999999996,0.0
62.8,0.0
62.9,0.0
63.0,0.0
63.099999999999994,0.0
63.199999999999996,0.0
63.3,0.0
63.4,0.0
63.5,0.0
63.599999999999994,0.0
63.699999999999996,0.0
63.8,0.0
63.9,0.0
64.0,0.0
64.1,0.0
64.2,0.0
64.3,0.0
64.39999999999999,0.0
64.5,0.0
64.6,0.0
64.7,0.0
64.8,0.0
64.89999999999999,0.0
65.0,0.0
65.1,0.0
65.2,0.0
65.3,0.0
65.39999999999999,0.0
65.5,0.0
65.6,0.0
65.7,0.0
65.8,0.0
65.89999999999999,0.0
66.0,0.0
66.1,0.0
66.2,0.0
66.3,0.0
66.39999999999999,0.0
66.5,0.0
66.6,0.0
66.7,0.0
66.8,0.0
66.89999999999999,0.0
67.0,0.0
67.1,0.0
67.2,0.0
67.3,0.0
67.39999999999999,0.0
67.5,0.0
67.6,0.0
67.7,0.0
67.8,0.0
67.89999999999999,0.0
68.0,0.0
68.1,0.0
68.2,0.0
68.3,0.0
68.39999999999999,0.0
68.5,0.0
68.6,0.0
68.7,0.0
68.8,0.0
68.89999999999999,0.0
69.0,0.0
69.1,0.0
69.2,0.0
69.3,0.0
69.39999999999999,0.0
69.5,0.0
69.6,0.0
69.7,0.0
69.8,0.0
69.89999999999999,0.0
70.0,0.0
70.1,0.0
70.2,0.0
70.3,0.0
70.39999999999999,0.0
70.5,0.0
70.6,0.0
70.7,0.0
70.8,0.0
70.89999999999999,0.0
71.0,0.0
71.1,0.0
71.2,0.0
71.3,0.0
71.39999999999999,0.0
71.5,0.0
71.6,0.0
71.7,0.0
71.8,0.0
71.89999999999999,0.0
72.0,0.0
72.1,0.0
72.2,0.0
72.3,0.0
72.39999999999999,0.0
72.5,0.0
72.6,0.0
72.7,0.0
72.8,0.0
72.89999999999999,0.0
73.0,0.0
73.1,0.0
73.2,0.0
73.3,0.0
73.39999999999999,0.0
73.5,0.0
73.6,0.0
73.7,0.0
73.8,0.0
73.89999999999999,0.0
74.0,0.0
74.1,0.0
74.2,0.0
74.3,0.0
74.39999999999999,0.0
74.5,0.0
74.6,0.0
74.7,0.0
74.8,0.0
74.89999999999999,0.0
